position,name,title,description,semantic_type,semantic_type_basis,source_kind,section,codebook_pages,special_values,blank_meaning,temporal_role,leakage_risk,leakage_reason,competition_use,staff_question,train_missing_fraction,test_missing_fraction,missing_fraction_difference,train_unique_count,train_top_values,test_top_values,train_min,train_max,exact_duplicate_of
27,GENHLTH,General Health,Would you say that in general your health is:,ordinal,The documented responses have a natural order,core_survey,1.1,[13],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,6.095052341261981e-06,0.0,6.095052341261981e-06,8,"[{""value"": ""2"", ""count"": 108089, ""fraction"": 0.3294040562573331}, {""value"": ""3"", ""count"": 101880, ""fraction"": 0.3104819662638853}, {""value"": ""1"", ""count"": 56937, ""fraction"": 0.1735169975772167}, {""value"": ""4"", ""count"": 43349, ""fraction"": 0.1321072119706828}, {""value"": ""5"", ""count"": 16992, ""fraction"": 0.051783564691361784}, {""value"": ""7"", ""count"": 562, ""fraction"": 0.0017127097078946166}, {""value"": ""9"", ""count"": 324, ""fraction"": 0.000987398479284441}, {""value"": ""<MISSING>"", ""count"": 2, ""fraction"": 6.095052341261981e-06}]","[{""value"": ""2"", ""count"": 36314, ""fraction"": 0.3320015725139195}, {""value"": ""3"", ""count"": 33768, ""fraction"": 0.3087247094963384}, {""value"": ""1"", ""count"": 18875, ""fraction"": 0.17256511761855567}, {""value"": ""4"", ""count"": 14547, ""fraction"": 0.1329962789932254}, {""value"": ""5"", ""count"": 5573, ""fraction"": 0.05095127949606414}, {""value"": ""7"", ""count"": 205, ""fraction"": 0.0018742171714862998}, {""value"": ""9"", ""count"": 97, ""fraction"": 0.0008868247104105907}]",1.0,9.0,
28,PHYSHLTH,Number of Days Physical Health Not Good,"Now thinking about your physical health, which includes physical illness and injury, for how many days during the past 30 days was your physical health not good?",count,"The variable records a number, duration, or frequency",core_survey,2.1,[13],"[{""code"": ""77"", ""label"": ""Don’t know/Not sure""}, {""code"": ""99"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,3.0475261706309903e-06,0.0,3.0475261706309903e-06,34,"[{""value"": ""88"", ""count"": 204264, ""fraction"": 0.6224998857177686}, {""value"": ""30"", ""count"": 25233, ""fraction"": 0.07689822786353177}, {""value"": ""2"", ""count"": 18182, ""fraction"": 0.055410120834412664}, {""value"": ""1"", ""count"": 13676, ""fraction"": 0.041677967909549425}, {""value"": ""3"", ""count"": 10553, ""fraction"": 0.03216054367866884}, {""value"": ""5"", ""count"": 9207, ""fraction"": 0.028058573452999527}, {""value"": ""10"", ""count"": 6754, ""fraction"": 0.02058299175644171}, {""value"": ""15"", ""count"": 6150, ""fraction"": 0.01874228594938059}, {""value"": ""7"", ""count"": 5892, ""fraction"": 0.017956024197357794}, {""value"": ""4"", ""count"": 5672, ""fraction"": 0.017285568439818978}]","[{""value"": ""88"", ""count"": 68204, ""fraction"": 0.6235566242148859}, {""value"": ""30"", ""count"": 8332, ""fraction"": 0.07617549986743342}, {""value"": ""2"", ""count"": 6038, ""fraction"": 0.055202552592362335}, {""value"": ""1"", ""count"": 4475, ""fraction"": 0.04091278947512777}, {""value"": ""3"", ""count"": 3559, ""fraction"": 0.032538238601559716}, {""value"": ""5"", ""count"": 3148, ""fraction"": 0.028780661735799375}, {""value"": ""10"", ""count"": 2338, ""fraction"": 0.021375218277731558}, {""value"": ""15"", ""count"": 2050, ""fraction"": 0.018742171714863}, {""value"": ""7"", ""count"": 1964, ""fraction"": 0.017955914755117527}, {""value"": ""77"", ""count"": 1821, ""fraction"": 0.016648533996470986}]",1.0,99.0,
29,MENTHLTH,Number of Days Mental Health Not Good,"Now thinking about your mental health, which includes stress, depression, and problems with emotions, for how many days during the past 30 days was your mental health not good?",count,"The variable records a number, duration, or frequency",core_survey,2.2,[13],"[{""code"": ""77"", ""label"": ""Don’t know/Not sure""}, {""code"": ""99"", ""label"": ""Refused""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,33,"[{""value"": ""88"", ""count"": 224183, ""fraction"": 0.6832035595105673}, {""value"": ""30"", ""count"": 16379, ""fraction"": 0.04991543114876499}, {""value"": ""2"", ""count"": 15809, ""fraction"": 0.04817834123150533}, {""value"": ""5"", ""count"": 10985, ""fraction"": 0.033477074984381426}, {""value"": ""1"", ""count"": 10190, ""fraction"": 0.031054291678729792}, {""value"": ""3"", ""count"": 9108, ""fraction"": 0.02775686836210706}, {""value"": ""10"", ""count"": 7948, ""fraction"": 0.02422173800417511}, {""value"": ""15"", ""count"": 7227, ""fraction"": 0.022024471635150165}, {""value"": ""4"", ""count"": 4566, ""fraction"": 0.013915004495101102}, {""value"": ""20"", ""count"": 4360, ""fraction"": 0.013287214103951117}]","[{""value"": ""88"", ""count"": 74607, ""fraction"": 0.6820961976247726}, {""value"": ""30"", ""count"": 5445, ""fraction"": 0.049781036579233676}, {""value"": ""2"", ""count"": 5266, ""fraction"": 0.04814452500022856}, {""value"": ""5"", ""count"": 3624, ""fraction"": 0.033132502582762687}, {""value"": ""1"", ""count"": 3391, ""fraction"": 0.03100229477321972}, {""value"": ""3"", ""count"": 3056, ""fraction"": 0.027939549639327477}, {""value"": ""10"", ""count"": 2640, ""fraction"": 0.02413626015962845}, {""value"": ""15"", ""count"": 2431, ""fraction"": 0.022225472896991196}, {""value"": ""4"", ""count"": 1640, ""fraction"": 0.014993737371890399}, {""value"": ""20"", ""count"": 1489, ""fraction"": 0.013613216430941955}]",1.0,99.0,
30,POORHLTH,Poor Physical or Mental Health,"During the past 30 days, for about how many days did poor physical or mental health keep you from doing your usual activities, such as self-care, work, or recreation?",count,"The variable records a number, duration, or frequency",core_survey,2.3,[14],"[{""code"": ""77"", ""label"": ""Don’t know/Not sure""}, {""code"": ""99"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.4871775336370701,0.4876895930663107,0.0005120594292405967,34,"[{""value"": ""<MISSING>"", ""count"": 159860, ""fraction"": 0.4871775336370701}, {""value"": ""88"", ""count"": 93548, ""fraction"": 0.2850899782101879}, {""value"": ""30"", ""count"": 14522, ""fraction"": 0.04425617504990324}, {""value"": ""2"", ""count"": 9180, ""fraction"": 0.02797629024639249}, {""value"": ""1"", ""count"": 8184, ""fraction"": 0.024940954180444026}, {""value"": ""5"", ""count"": 6028, ""fraction"": 0.018370487756563608}, {""value"": ""3"", ""count"": 5782, ""fraction"": 0.017620796318588386}, {""value"": ""15"", ""count"": 5236, ""fraction"": 0.015956847029423866}, {""value"": ""10"", ""count"": 5105, ""fraction"": 0.015557621101071206}, {""value"": ""20"", ""count"": 3555, ""fraction"": 0.01083395553659317}]","[{""value"": ""<MISSING>"", ""count"": 53343, ""fraction"": 0.4876895930663107}, {""value"": ""88.0"", ""count"": 31189, ""fraction"": 0.285146143226762}, {""value"": ""30.0"", ""count"": 4828, ""fraction"": 0.044140100019199296}, {""value"": ""2.0"", ""count"": 3032, ""fraction"": 0.027720129092421764}, {""value"": ""1.0"", ""count"": 2684, ""fraction"": 0.02453853116228892}, {""value"": ""5.0"", ""count"": 2008, ""fraction"": 0.018358185757778003}, {""value"": ""3.0"", ""count"": 1912, ""fraction"": 0.01748050357015515}, {""value"": ""15.0"", ""count"": 1831, ""fraction"": 0.016739959224348365}, {""value"": ""10.0"", ""count"": 1672, ""fraction"": 0.015286298101098017}, {""value"": ""20.0"", ""count"": 1119, ""fraction"": 0.010230482999478875}]",1.0,99.0,
31,HLTHPLN1,Have any health care coverage,"Do you have any kind of health care coverage, including health insurance, prepaid plans such as HMOs, or government plans such as Medicare, or Indian Health Service?",binary,Two documented substantive responses,core_survey,3.1,[14],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,4,"[{""value"": ""1"", ""count"": 303049, ""fraction"": 0.923549758483551}, {""value"": ""2"", ""count"": 23760, ""fraction"": 0.07240922181419233}, {""value"": ""7"", ""count"": 777, ""fraction"": 0.0023679278345802796}, {""value"": ""9"", ""count"": 549, ""fraction"": 0.0016730918676764136}]","[{""value"": ""1"", ""count"": 100947, ""fraction"": 0.9229102478537927}, {""value"": ""2"", ""count"": 7992, ""fraction"": 0.07306704211960248}, {""value"": ""7"", ""count"": 241, ""fraction"": 0.0022033479918448697}, {""value"": ""9"", ""count"": 199, ""fraction"": 0.0018193620347598716}]",1.0,9.0,
32,PERSDOC2,Multiple Health Care Professionals,"Do you have one person you think of as your personal doctor or health care provider? (If ""No"" ask ""Is there more than one or is there no person who you think of as your personal doctor or health care provider?"".)",categorical,A small set of documented response categories,core_survey,3.2,[14],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}]",No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,5,"[{""value"": ""1"", ""count"": 253938, ""fraction"": 0.7738827007176924}, {""value"": ""3"", ""count"": 47434, ""fraction"": 0.1445563563777104}, {""value"": ""2"", ""count"": 25430, ""fraction"": 0.07749859051914608}, {""value"": ""7"", ""count"": 837, ""fraction"": 0.002550779404818139}, {""value"": ""9"", ""count"": 496, ""fraction"": 0.0015115729806329712}]","[{""value"": ""1"", ""count"": 84538, ""fraction"": 0.7728905914297991}, {""value"": ""3"", ""count"": 15817, ""fraction"": 0.14460728293365271}, {""value"": ""2"", ""count"": 8567, ""fraction"": 0.07832399272255186}, {""value"": ""7"", ""count"": 291, ""fraction"": 0.002660474131231772}, {""value"": ""9"", ""count"": 166, ""fraction"": 0.001517658782764516}]",1.0,9.0,
33,MEDCOST,Could Not See Doctor Because of Cost,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,binary,Two documented substantive responses,core_survey,3.3,[15],"[{""code"": ""7"", ""label"": ""Don’t know/Not sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,3.0475261706309903e-06,0.0,3.0475261706309903e-06,5,"[{""value"": ""2"", ""count"": 295213, ""fraction"": 0.8996693434104865}, {""value"": ""1"", ""count"": 32091, ""fraction"": 0.0977981623417191}, {""value"": ""7"", ""count"": 663, ""fraction"": 0.0020205098511283464}, {""value"": ""9"", ""count"": 167, ""fraction"": 0.0005089368704953754}, {""value"": ""<MISSING>"", ""count"": 1, ""fraction"": 3.0475261706309903e-06}]","[{""value"": ""2"", ""count"": 98317, ""fraction"": 0.8988654129220417}, {""value"": ""1"", ""count"": 10775, ""fraction"": 0.09851068303787747}, {""value"": ""7"", ""count"": 234, ""fraction"": 0.0021393503323307033}, {""value"": ""9"", ""count"": 53, ""fraction"": 0.0004845537077501166}]",1.0,9.0,
34,CHECKUP1,Length of time since last routine checkup,"About how long has it been since you last visited a doctor for a routine checkup? [A routine checkup is a general physical exam, not an exam for a specific injury, illness, or condition.]",ordinal,Documented categories follow a meaningful order,core_survey,3.4,[15],"[{""code"": ""7"", ""label"": ""Don’t know/Not sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,3.0475261706309903e-06,0.0,3.0475261706309903e-06,8,"[{""value"": ""1"", ""count"": 241746, ""fraction"": 0.7367272616453594}, {""value"": ""2"", ""count"": 37613, ""fraction"": 0.11462660185594344}, {""value"": ""3"", ""count"": 21287, ""fraction"": 0.06487268959422189}, {""value"": ""4"", ""count"": 20209, ""fraction"": 0.061587456382281684}, {""value"": ""7"", ""count"": 3972, ""fraction"": 0.012104773949746293}, {""value"": ""8"", ""count"": 2834, ""fraction"": 0.008636689167568226}, {""value"": ""9"", ""count"": 473, ""fraction"": 0.0014414798787084585}, {""value"": ""<MISSING>"", ""count"": 1, ""fraction"": 3.0475261706309903e-06}]","[{""value"": ""1"", ""count"": 80696, ""fraction"": 0.7377650188793096}, {""value"": ""2"", ""count"": 12572, ""fraction"": 0.11493979648744275}, {""value"": ""3"", ""count"": 7105, ""fraction"": 0.06495762440687883}, {""value"": ""4"", ""count"": 6561, ""fraction"": 0.059984092010349335}, {""value"": ""7"", ""count"": 1334, ""fraction"": 0.012196125398842557}, {""value"": ""8"", ""count"": 955, ""fraction"": 0.008731109262289836}, {""value"": ""9"", ""count"": 156, ""fraction"": 0.0014262335548871356}]",1.0,9.0,
35,BPHIGH4,Ever Told Blood Pressure High,"Have you EVER been told by a doctor, nurse or other health professional that you have high blood pressure? (If ""Yes"" and respondent is female, ask ""Was this only when you were pregnant?"".)",categorical,A small set of documented response categories,core_survey,4.1,[16],"[{""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,3.0475261706309903e-06,0.0,3.0475261706309903e-06,7,"[{""value"": ""3"", ""count"": 189743, ""fraction"": 0.578246758194036}, {""value"": ""1"", ""count"": 131801, ""fraction"": 0.40166699681533513}, {""value"": ""4"", ""count"": 3242, ""fraction"": 0.009880079845185671}, {""value"": ""2"", ""count"": 2431, ""fraction"": 0.0074085361208039375}, {""value"": ""7"", ""count"": 616, ""fraction"": 0.0018772761211086901}, {""value"": ""9"", ""count"": 301, ""fraction"": 0.0009173053773599281}, {""value"": ""<MISSING>"", ""count"": 1, ""fraction"": 3.0475261706309903e-06}]","[{""value"": ""3"", ""count"": 63277, ""fraction"": 0.5785114144397004}, {""value"": ""1"", ""count"": 43941, ""fraction"": 0.4017315938159976}, {""value"": ""4"", ""count"": 1025, ""fraction"": 0.0093710858574315}, {""value"": ""2"", ""count"": 822, ""fraction"": 0.007515153731520676}, {""value"": ""7"", ""count"": 196, ""fraction"": 0.0017919344663966574}, {""value"": ""9"", ""count"": 118, ""fraction"": 0.0010788176889530898}]",1.0,9.0,
36,BPMEDS,Currently Taking Blood Pressure Medication,Are you currently taking medicine for your high blood pressure?,binary,Two documented substantive responses,core_survey,4.2,[16],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.5983330031846649,0.5982684061840025,6.459700066241414e-05,5,"[{""value"": ""<MISSING>"", ""count"": 196334, ""fraction"": 0.5983330031846649}, {""value"": ""1"", ""count"": 110219, ""fraction"": 0.33589528700077714}, {""value"": ""2"", ""count"": 21366, ""fraction"": 0.06511344416170174}, {""value"": ""7"", ""count"": 175, ""fraction"": 0.0005333170798604233}, {""value"": ""9"", ""count"": 41, ""fraction"": 0.0001249485729958706}]","[{""value"": ""<MISSING>"", ""count"": 65438, ""fraction"": 0.5982684061840025}, {""value"": ""1.0"", ""count"": 36698, ""fraction"": 0.3355123012644109}, {""value"": ""2.0"", ""count"": 7165, ""fraction"": 0.06550617577414311}, {""value"": ""7.0"", ""count"": 64, ""fraction"": 0.0005851214584152351}, {""value"": ""9.0"", ""count"": 14, ""fraction"": 0.00012799531902833267}]",1.0,9.0,
37,BLOODCHO,Ever Had Blood Cholesterol Checked,Blood cholesterol is a fatty substance found in the blood. Have you EVER had your blood cholesterol checked?,categorical,A small set of documented response categories,core_survey,5.1,[16],[],No documented blank category,contemporaneous,none,,include,,0.0,0.0,0.0,4,"[{""value"": ""1"", ""count"": 284334, ""fraction"": 0.866515306200192}, {""value"": ""2"", ""count"": 36861, ""fraction"": 0.11233486217562894}, {""value"": ""7"", ""count"": 6829, ""fraction"": 0.02081155621923903}, {""value"": ""9"", ""count"": 111, ""fraction"": 0.0003382754049400399}]","[{""value"": ""1"", ""count"": 94580, ""fraction"": 0.8646998052642646}, {""value"": ""2"", ""count"": 12456, ""fraction"": 0.11387926384406513}, {""value"": ""7"", ""count"": 2293, ""fraction"": 0.020963804752283346}, {""value"": ""9"", ""count"": 50, ""fraction"": 0.00045712613938690244}]",1.0,9.0,
38,CHOLCHK,How Long since Cholesterol Checked,About how long has it been since you last had your blood cholesterol checked?,ordinal,Documented categories follow a meaningful order,core_survey,5.2,[17],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.133484693799808,0.13530019473573537,0.001815500935927361,7,"[{""value"": ""1"", ""count"": 218028, ""fraction"": 0.6644460359303336}, {""value"": ""<MISSING>"", ""count"": 43801, ""fraction"": 0.133484693799808}, {""value"": ""2"", ""count"": 32509, ""fraction"": 0.09907202828104286}, {""value"": ""3"", ""count"": 19371, ""fraction"": 0.05903362945129291}, {""value"": ""4"", ""count"": 10121, ""fraction"": 0.030844012372956253}, {""value"": ""7"", ""count"": 4103, ""fraction"": 0.012503999878098953}, {""value"": ""9"", ""count"": 202, ""fraction"": 0.00061560028646746}]","[{""value"": ""1.0"", ""count"": 72568, ""fraction"": 0.6634545936605747}, {""value"": ""<MISSING>"", ""count"": 14799, ""fraction"": 0.13530019473573537}, {""value"": ""2.0"", ""count"": 10813, ""fraction"": 0.09885809890381152}, {""value"": ""3.0"", ""count"": 6487, ""fraction"": 0.05930754532405672}, {""value"": ""4.0"", ""count"": 3322, ""fraction"": 0.030371460700865795}, {""value"": ""7.0"", ""count"": 1336, ""fraction"": 0.012214410444418032}, {""value"": ""9.0"", ""count"": 54, ""fraction"": 0.0004936962305378546}]",1.0,9.0,
39,TOLDHI2,Ever Told Blood Cholesterol High,"Have you EVER been told by a doctor, nurse or other health professional that your blood cholesterol is high?",binary,Two documented substantive responses,core_survey,5.3,[17],"[{""code"": ""7"", ""label"": ""Don’t know/Not Sure""}, {""code"": ""9"", ""label"": ""Refused""}, {""code"": ""BLANK"", ""label"": ""Not asked or Missing""}]",Not asked or Missing,contemporaneous,none,,include,,0.133484693799808,0.13530019473573537,0.001815500935927361,5,"[{""value"": ""2"", ""count"": 163056, ""fraction"": 0.49691742727840676}, {""value"": ""1"", ""count"": 118755, ""fraction"": 0.36190897039328324}, {""value"": ""<MISSING>"", ""count"": 43801, ""fraction"": 0.133484693799808}, {""value"": ""7"", ""count"": 2193, ""fraction"": 0.006683224892193761}, {""value"": ""9"", ""count"": 330, ""fraction"": 0.0010056836363082269}]","[{""value"": ""2.0"", ""count"": 54432, ""fraction"": 0.49764580038215744}, {""value"": ""1.0"", ""count"": 39298, ""fraction"": 0.35928286051252983}, {""value"": ""<MISSING>"", ""count"": 14799, ""fraction"": 0.13530019473573537}, {""value"": ""7.0"", ""count"": 718, ""fraction"": 0.006564331361595919}, {""value"": ""9.0"", ""count"": 132, ""fraction"": 0.0012068130079814223}]",1.0,9.0,
